iter	RMSE
151	0.4298450252
152	0.4295837225
153	0.4292943178
154	0.4290820495
155	0.4289189956
156	0.4286567607
157	0.4284391423
158	0.4282200351
159	0.4279994475
160	0.4277781053
161	0.4275710055
162	0.4274210698
163	0.4272469635
164	0.4271199057
165	0.4269346621
166	0.4267091847
167	0.4265178438
168	0.4264015147
169	0.4260776076
170	0.4259660005
171	0.4255692981
172	0.4253792797
173	0.4252056806
174	0.4250524449
175	0.4248239049
176	0.4247382752
177	0.4244866253
178	0.4242909822
179	0.4240484412
180	0.4238656653
181	0.4235306696
182	0.4233468227
183	0.4231702154
184	0.4230492975
185	0.4229175738
186	0.4227659834
187	0.4225324802
188	0.4224078845
189	0.4218864475
190	0.4217323718
191	0.4215320323
192	0.4213364236
193	0.4212428532
194	0.4210082487
195	0.4208755149
196	0.4207392165
197	0.4204575487
198	0.420189584
199	0.4199886559
200	0.4198075158
201	0.4196387636
202	0.4193236247
203	0.4192199294
204	0.4190693336
205	0.418934796
206	0.4188236764
207	0.4186944136
208	0.4186081351
209	0.4184435977
210	0.418200488
211	0.4179242085
212	0.4178068382
213	0.4175939398
214	0.4174095693
215	0.4172626216
216	0.4170250521
217	0.4168652091
218	0.4166367361
219	0.4162373492
220	0.4160607933
221	0.4158707463
222	0.4157577252
223	0.4155971911
224	0.4154330121
225	0.4152099748
226	0.4150973601
227	0.414989522
228	0.4147304508
229	0.4145609339
230	0.4144160988
231	0.4142554029
232	0.4141579109
233	0.4139899367
234	0.4138738761
235	0.4137253722
236	0.413591877
237	0.413484272
238	0.4132502791
239	0.4130910504
240	0.4129504955
241	0.4128315101
242	0.4127093366
243	0.412563288
244	0.4125128931
245	0.4124203216
246	0.4122781705
247	0.4121348979
248	0.4119743534
249	0.4118824447
250	0.4117145584
251	0.4115207049
252	0.4114540294
253	0.4112917306
254	0.4111874914
255	0.4111040256
256	0.4108984969
257	0.4107049497
258	0.4106022018
259	0.4104208722
260	0.4102480256
261	0.4100251865
262	0.4098737759
263	0.4097371097
264	0.4095430695
265	0.4093298108
266	0.408954517
267	0.4088652471
268	0.4087874845
269	0.4085635341
270	0.4084142598
271	0.408288953
272	0.4081335619
273	0.4080178534
274	0.4079468256
275	0.4078378905
276	0.4077403322
277	0.4075703369
278	0.4074959466
279	0.4073899992
280	0.4073069818
281	0.4070989003
282	0.4069379193
283	0.4067761485
284	0.4065861662
285	0.4064628268
286	0.406353418
287	0.4062589999
288	0.4060651511
289	0.4059547136
290	0.4058043351
291	0.405749275
292	0.4056096329
293	0.4054595708
294	0.4053609521
295	0.4052698583
296	0.4051507529
297	0.4049251491
298	0.4047886112
299	0.4046519424
300	0.404570915
301	0.4044154439
302	0.4042905988
303	0.4041711004
304	0.4041039593
305	0.4040195015
306	0.4039430094
307	0.4038557808
308	0.4036578987
309	0.4035864695
310	0.4034687472
311	0.4032775407
312	0.4031681662
313	0.4030919379
314	0.4029599998
315	0.4028385599
316	0.4027206382
317	0.4025787793
318	0.4024402747
319	0.4023671714
320	0.4022941583
321	0.4021534884
322	0.4020443773
323	0.4019288551
324	0.4018051021
325	0.4016959164
326	0.4015619736
327	0.401395577
328	0.4013287226
329	0.4012025784
330	0.4011105923
331	0.4010605711
332	0.4009251528
333	0.4008393094
334	0.400709563
335	0.4005703806
336	0.4003321389
337	0.4001471523
338	0.4000643785
339	0.4000048967
340	0.3999336072
341	0.3997572081
342	0.3996538814
343	0.3994624013
344	0.3993239939
345	0.3992642899
346	0.3991562008
347	0.399062232
348	0.3989210494
349	0.3987623406
350	0.3986038206
351	0.3984563988
352	0.3983735066
353	0.3983299782
354	0.3982061814
355	0.3981285
356	0.398055612
357	0.397987851
358	0.3978732818
359	0.3978295007
360	0.3977346866
361	0.397661889
362	0.3975787753
363	0.3974418061
364	0.3973465146
365	0.3972330555
366	0.3970729539
367	0.3969948381
368	0.3969321182
369	0.3968780341
370	0.3966734934
371	0.396582136
372	0.3964473964
373	0.3962985807
374	0.3960635676
375	0.3959892693
376	0.3959359923
377	0.3958171988
378	0.3957231076
379	0.3956109499
380	0.3955412844
381	0.3954029864
382	0.3952443094
383	0.3951384688
384	0.3950696994
385	0.3949255412
386	0.3948844378
387	0.3947486951
388	0.3946577209
389	0.3946108567
390	0.3945262102
391	0.3944448351
392	0.3943565018
393	0.3942491764
394	0.3941353634
395	0.3940154204
396	0.3939049466
397	0.3938358458
398	0.3937717791
399	0.3935700167
400	0.3934444193
401	0.3934071153
402	0.3933304386
403	0.3932461929
404	0.3931868909
405	0.3929688381
406	0.3928794407
407	0.3927840099
408	0.3926630627
409	0.3925851743
410	0.3924994205
411	0.392427663
412	0.3922988889
413	0.3922293563
414	0.3921006692
415	0.3920414099
416	0.3919734547
417	0.3917623672
418	0.3916577169
419	0.3916033213
420	0.3915216088
421	0.3914055532
422	0.3912776571
423	0.3911306803
424	0.3910364859
425	0.3909328379
426	0.3908610467
427	0.3907064825
428	0.3906050917
429	0.3905347489
430	0.3903995776
431	0.3902952213
432	0.3902065064
433	0.3901321546
434	0.3900312122
435	0.3899383321
436	0.3898479635
437	0.3897133293
438	0.3896475409
439	0.3895510653
440	0.3894568161
441	0.389275767
442	0.3892157873
443	0.3891147347
444	0.3890433107
445	0.3889728377
446	0.3888938375
447	0.3888167209
448	0.3887211149
449	0.3886258419
450	0.3885466522
451	0.3884908263
452	0.3883690967
453	0.3882163838
454	0.3881357813
455	0.3880350225
456	0.3879365366
457	0.3878533168
458	0.3877508305
459	0.3876657794
460	0.3875704107
461	0.3875331801
462	0.3874605713
463	0.3873959848
464	0.3873075008
465	0.387243146
466	0.3871716133
467	0.3870598199
468	0.3870088258
469	0.3869076853
470	0.3867816927
471	0.3867115611
472	0.3865957548
473	0.3865224357
474	0.386449134
475	0.3863269683
476	0.3862456028
477	0.3861029301
478	0.3860456699
479	0.385994494
480	0.3859217086
481	0.3858006787
482	0.38571588
483	0.3856598778
484	0.3854876534
485	0.385418037
486	0.3853593227
487	0.3852728296
488	0.3852206246
489	0.3851295949
490	0.3850619557
491	0.3849357123
492	0.3848598964
493	0.3847960607
494	0.3846774908
495	0.384599464
496	0.3845095206
497	0.384406996
498	0.384255924
499	0.3842021845
500	0.3841501631
501	0.3840783785
502	0.3840048895
503	0.3839280713
504	0.3838648449
505	0.383797401
506	0.3837219635
507	0.3836440455
508	0.3835856646
509	0.3834737695
510	0.3833938029
511	0.3833589205
512	0.3832734904
513	0.3832139586
514	0.3831421076
515	0.3830877715
516	0.3830229804
517	0.3829766504
518	0.3828808442
519	0.382812384
520	0.3827626404
521	0.3826890233
522	0.3826234074
523	0.3825403001
524	0.3824918432
525	0.3824066855
526	0.382339413
527	0.3822543138
528	0.3822146719
529	0.3821599442
530	0.3820644311
531	0.3819623907
532	0.3819006547
533	0.3818099771
534	0.3817087774
535	0.3816408166
536	0.3815934955
537	0.3815279783
538	0.3814880642
539	0.3814246076
540	0.3813724035
541	0.3812346765
542	0.3811241047
543	0.3810707578
544	0.3810215435
545	0.3809523726
546	0.3808988038
547	0.3808566023
548	0.3807919687
549	0.3807021473
550	0.3806385407
551	0.380512433
552	0.3804245191
553	0.380308427
554	0.3802516534
555	0.3801921168
556	0.3800934752
557	0.3799322538
558	0.3798413578
559	0.3797739201
560	0.3797068702
561	0.3796207577
562	0.3795647131
563	0.3794863303
564	0.3794622798
565	0.3794149039
566	0.3793549072
567	0.3792148039
568	0.3790730512
569	0.3789705178
570	0.3789073824
571	0.378837902
572	0.3787971031
573	0.378707607
574	0.3786600933
575	0.378603861
576	0.3785295369
577	0.3784701648
578	0.3784249181
579	0.3783081098
580	0.378240861
581	0.3780942919
582	0.378012127
583	0.3779776201
584	0.3778613649
585	0.3778079305
586	0.3777196915
587	0.3776570493
588	0.3775499945
589	0.3774743777
590	0.3773757195
591	0.3773040879
592	0.3772042781
593	0.3771355198
594	0.3770895319
595	0.3770433406
596	0.3769527292
597	0.3769099379
598	0.3768005426
599	0.3767204898
600	0.3766702999
601	0.3766053276
602	0.3765490279
603	0.3764736362
604	0.3763931052
605	0.3763714353
606	0.3762772823
607	0.3762021483
608	0.3761099167
609	0.3760328981
610	0.3759793052
611	0.3759061287
612	0.3758619557
613	0.3758064208
614	0.3757553102
615	0.3756945219
616	0.3756279915
617	0.3755584196
618	0.3755060364
619	0.3754482346
620	0.3754076843
621	0.3753202686
622	0.3752553049
623	0.3752007655
624	0.3751429633
625	0.3750676913
626	0.3750132595
627	0.3749196982
628	0.3748464739
629	0.3747960893
630	0.3746976597
631	0.3746111498
632	0.3745629521
633	0.3744801547
634	0.3744018617
635	0.3743349668
636	0.3742812571
637	0.374238527
638	0.3741576827
639	0.3740958009
640	0.3740542737
641	0.3739792888
642	0.3738508031
643	0.3737719448
644	0.3737120933
645	0.3736472384
646	0.3735900103
647	0.373484813
648	0.3734373735
649	0.3733642312
650	0.3733306082
651	0.3732476162
652	0.3732128665
653	0.3731285725
654	0.3730506627
655	0.3729980018
656	0.372950844
657	0.3729152064
658	0.3728618738
659	0.3727871367
660	0.3727081018
661	0.3726242357
662	0.3725170332
663	0.3724040017
664	0.3723478303
665	0.3723057004
666	0.3722598295
667	0.3721939563
668	0.3721233988
669	0.3720943542
670	0.3720556807
671	0.3719934238
672	0.3719524559
673	0.371904854
674	0.3718287862
675	0.3717663323
676	0.3717344365
677	0.3716100377
678	0.3715689936
679	0.3715078
680	0.3714713787
681	0.3714111999
682	0.3713572486
683	0.3713014413
684	0.3712576926
685	0.3712161882
686	0.3711623946
687	0.3711160328
688	0.371072617
689	0.3710178245
690	0.3709585191
691	0.3709034744
692	0.3708647749
693	0.3707779526
694	0.3707561106
695	0.3707369052
696	0.3706912723
697	0.3706204892
698	0.3705485881
699	0.3704849535
700	0.3704544771
701	0.3703789357
702	0.3703195136
703	0.3702683462
704	0.370193348
705	0.3701337593
706	0.3700866173
707	0.3700166644
708	0.3699593498
709	0.3699100786
710	0.369874866
711	0.3698407677
712	0.3697781082
713	0.3697341391
714	0.3696756106
715	0.3696160323
716	0.3695426233
717	0.369492762
718	0.3694396001
719	0.3693784521
720	0.3693236012
721	0.3692398515
722	0.3692068517
723	0.3691385614
724	0.3691120195
725	0.3690692033
726	0.3690016761
727	0.3689521695
728	0.3688863503
729	0.3688234842
730	0.3687670438
731	0.3686962405
732	0.368661422
733	0.368593118
734	0.3685294831
735	0.3684483012
736	0.3683945159
737	0.368329811
738	0.3682896456
739	0.3682236015
740	0.3681763784
741	0.3681018781
742	0.3680657175
743	0.3680150324
744	0.3679663728
745	0.36792829
746	0.3679016133
747	0.3678176573
748	0.367763896
749	0.3677128231
750	0.3676678019
751	0.3676163025
752	0.3675735495
753	0.3675121596
754	0.3674640627
755	0.3674193909
756	0.3673685671
757	0.3673181421
758	0.3672895858
759	0.367240166
760	0.36717307
761	0.3671411296
762	0.3670836053
763	0.3670194257
764	0.3669802061
765	0.3669255726
766	0.3668705766
767	0.3668250406
768	0.3667535181
769	0.3667072409
770	0.366662611
771	0.3665846091
772	0.3665450987
773	0.3664828759
774	0.366450705
775	0.3664021722
776	0.3663471045
777	0.3663143658
778	0.3662595618
779	0.3662116748
780	0.3661682841
781	0.3661482835
782	0.3661126272
783	0.3660866122
784	0.3660289171
785	0.3659938517
786	0.3659508151
787	0.3659230524
788	0.3658623344
789	0.3658093198
790	0.3657524935
791	0.3657080018
792	0.3656489993
793	0.365603475
794	0.3655529393
795	0.3655056319
796	0.3654394357
797	0.3653903702
798	0.3653427204
799	0.3653024062
800	0.3652571998
801	0.3652309682
802	0.3651642383
803	0.3651277267
804	0.3650770913
805	0.364999537
806	0.3649643921
807	0.3649159887
808	0.3648714426
809	0.3648422145
810	0.3647811732
811	0.3647431534
812	0.3647104508
813	0.3646586827
814	0.3646076284
815	0.3645694694
816	0.3645180106
817	0.3644306157
818	0.3643985911
819	0.36436705
820	0.3643364083
821	0.3642492871
822	0.3641782093
823	0.364136292
824	0.3640961839
825	0.364046791
826	0.3639792921
827	0.3639136881
828	0.3638702702
829	0.3638374267
830	0.3637807486
831	0.3637190795
832	0.3636704355
833	0.363590865
834	0.3635522857
835	0.3635020995
836	0.363473866
837	0.363444208
838	0.3634043628
839	0.3633591984
840	0.363317705
841	0.3632542587
842	0.3631999438
843	0.3631342518
844	0.3630898051
845	0.3630350564
846	0.3629996035
847	0.3629669487
848	0.3629162375
849	0.3628915092
850	0.3628243086
851	0.3627838738
852	0.3627314989
853	0.3627090394
854	0.362664654
855	0.3626402333
856	0.3625958767
857	0.3625374414
858	0.3625026514
859	0.3624572833
860	0.3624298901
861	0.3623669825
862	0.3623300735
863	0.3622583723
864	0.3622121987
865	0.3621730811
866	0.3621512929
867	0.3621003926
868	0.362052541
869	0.3620173202
870	0.361939454
871	0.361897032
872	0.3618596767
873	0.3618200544
874	0.3617984291
875	0.3617414835
876	0.3617040828
877	0.3616380325
878	0.3615688402
879	0.3615396282
880	0.3614790739
881	0.3614380646
882	0.361410886
883	0.3613494159
884	0.3613078961
885	0.3612666049
886	0.3612241088
887	0.3611886985
888	0.3611099593
889	0.36108372
890	0.3610402624
891	0.3609985837
892	0.3609631408
893	0.3609032957
894	0.3608368596
895	0.3608023358
896	0.3607541993
897	0.3606785158
898	0.3606358283
899	0.3605902702
900	0.3605227495
901	0.3605031093
902	0.3604754424
903	0.3603990898
904	0.360351206
905	0.3603186654
906	0.3602766373
907	0.3602076123
908	0.3601609011
909	0.3601141828
910	0.3600839686
911	0.3600581238
912	0.3600228748
913	0.3599749112
914	0.359947882
915	0.3599012217
916	0.3598417321
917	0.3597930693
918	0.3597285593
919	0.3596913946
920	0.3596473534
921	0.3595907572
922	0.3595398508
923	0.3595054866
924	0.3594663223
925	0.3594121703
926	0.3593371715
927	0.3592921209
928	0.3592658022
929	0.3592173688
930	0.3591578592
931	0.3591177075
932	0.3590618553
933	0.3590339646
934	0.3589942627
935	0.3589314018
936	0.3588938472
937	0.3588547637
938	0.3587945631
939	0.3587652942
940	0.3587335946
941	0.3586954845
942	0.3586562812
943	0.3586189517
944	0.3585321441
945	0.3585237817
946	0.3584723528
947	0.3584246644
948	0.3583953956
949	0.3583718317
950	0.3583313941
951	0.3582898645
952	0.3582373187
953	0.3581927497
954	0.35813889
955	0.3580868753
956	0.3580458033
957	0.357999021
958	0.3579146676
959	0.357886148
960	0.3578506083
961	0.3578038077
962	0.3577442921
963	0.3577207444
964	0.3576828763
965	0.3576379796
966	0.3576029523
967	0.3575743029
968	0.3575289637
969	0.3575037136
970	0.3574565172
971	0.357421251
972	0.3573770098
973	0.3573290599
974	0.357281331
975	0.3572439001
976	0.3572064911
977	0.3571554832
978	0.3571113808
979	0.3570598332
980	0.3570269551
981	0.356998478
982	0.3569283858
983	0.3569109392
984	0.3568693955
985	0.3568362628
986	0.3567856572
987	0.356745449
988	0.3567280194
989	0.356690809
990	0.3566325305
991	0.3566074577
992	0.3565723259
993	0.3565358627
994	0.3564714782
995	0.356439153
996	0.3563924445
997	0.3563432755
998	0.3563046068
999	0.3562706324
1000	0.3562387045
1001	0.356206631
1002	0.356172263
1003	0.3561211725
1004	0.3560637037
1005	0.3560079198
1006	0.3559766927
1007	0.3559413843
1008	0.3559122253
1009	0.3558855259
1010	0.3558449205
1011	0.3558003322
1012	0.3557864074
1013	0.3557462348
1014	0.3557104077
1015	0.3556636021
1016	0.3556093397
1017	0.3555828092
1018	0.3555575371
1019	0.3555343867
1020	0.3554905019
1021	0.3554535936
1022	0.3554267797
1023	0.3553896815
1024	0.3553460559
1025	0.3552995241
1026	0.3552654536
1027	0.3552499998
1028	0.3552227304
1029	0.3551730924
1030	0.3551340436
1031	0.3550897592
1032	0.3550379468
1033	0.3550096441
1034	0.3549838673
1035	0.3549338281
1036	0.354878294
1037	0.3548447563
1038	0.3548171173
1039	0.354771639
1040	0.3547508851
1041	0.3547060782
1042	0.3546571537
1043	0.3546122908
1044	0.3545913405
1045	0.3545536065
1046	0.3545123804
1047	0.3544643769
1048	0.3544268419
1049	0.354389917
1050	0.354365867
1051	0.3543254951
1052	0.3542685077
1053	0.3542348272
1054	0.3542020837
1055	0.3541596523
1056	0.3541322946
1057	0.3541019071
1058	0.3540738618
1059	0.35402624
1060	0.3539969038
1061	0.3539641887
1062	0.3539358124
1063	0.3538923871
1064	0.3538197748
1065	0.3537896252
1066	0.3537371887
1067	0.3537077053
1068	0.3536677431
1069	0.3536323084
1070	0.3535808787
1071	0.3535409944
1072	0.3534930133
1073	0.3534593257
1074	0.3534238158
1075	0.353371476
1076	0.3533247665
1077	0.3532694138
1078	0.3532285621
1079	0.3532014196
1080	0.3531613815
1081	0.3531110331
1082	0.3530912591
1083	0.353060694
1084	0.3530259044
1085	0.3529865721
1086	0.3529399261
1087	0.3529170359
1088	0.3528780818
1089	0.3528306407
1090	0.3527809777
1091	0.3527235618
1092	0.3526903462
1093	0.3526574098
1094	0.3526326108
1095	0.3525979302
1096	0.3525643616
1097	0.3525419848
1098	0.3524891319
1099	0.3524480686
1100	0.3524180043
1101	0.3523831869
1102	0.3523336683
1103	0.3523042527
1104	0.3522808213
1105	0.3522326173
1106	0.3522118093
1107	0.3521689344
1108	0.3521418975
1109	0.352114069
1110	0.352081337
1111	0.352049408
1112	0.3520242024
1113	0.3520017381
1114	0.3519643483
1115	0.351933183
1116	0.3518977952
1117	0.3518775444
1118	0.3518350151
1119	0.3517892339
1120	0.3517658776
1121	0.3517264759
1122	0.3516864621
1123	0.3516320552
1124	0.3515888498
1125	0.3515504543
1126	0.3515297741
1127	0.3514846174
1128	0.3514489884
1129	0.3514007017
1130	0.3513667406
1131	0.3513304631
1132	0.3513049938
1133	0.3512664512
1134	0.3512305892
1135	0.351206999
1136	0.3511680523
1137	0.3511310628
1138	0.3511074097
1139	0.351085566
1140	0.3510624051
1141	0.3510347894
1142	0.3509852362
1143	0.3509675715
1144	0.3509363507
1145	0.3508893397
1146	0.3508638302
1147	0.3508397929
1148	0.3508037515
1149	0.3507475544
1150	0.3507218206
1151	0.3506915
1152	0.3506605685
1153	0.3506412263
1154	0.3506077813
1155	0.3505796129
1156	0.3505544934
1157	0.3505014513
1158	0.350467292
1159	0.3504421409
1160	0.3504174763
1161	0.3504037924
1162	0.350379269
1163	0.3503144966
1164	0.3503016262
1165	0.3502597681
1166	0.3502199608
1167	0.3501962766
1168	0.3501842553
1169	0.3501622464
1170	0.3501353534
1171	0.3501102204
1172	0.3500826528
1173	0.3500253285
1174	0.3500013608
1175	0.3499717262
1176	0.3499466196
1177	0.3499168857
1178	0.3498922653
1179	0.3498398129
1180	0.3498013134
1181	0.3497608836
1182	0.3497279229
1183	0.34969749
1184	0.3496636617
1185	0.3496299415
1186	0.3495947263
1187	0.3495464242
1188	0.3495310711
1189	0.349484005
1190	0.3494485961
1191	0.3494195219
1192	0.34938623
1193	0.3493543052
1194	0.3493229956
1195	0.3492853773
1196	0.3492680912
1197	0.3492379871
1198	0.3492073176
1199	0.349158197
1200	0.3491265466
1201	0.3490944803
1202	0.3490554287
1203	0.3490132357
1204	0.3489761515
1205	0.3489170997
1206	0.3488636571
1207	0.3488432755
1208	0.3488265592
1209	0.3488030687
1210	0.3487687636
1211	0.3487360142
1212	0.3487139504
1213	0.3486920797
1214	0.3486436652
1215	0.3486094682
1216	0.348558279
1217	0.3484982812
1218	0.3484654752
1219	0.3484141098
1220	0.3483860037
1221	0.3483508716
1222	0.3483298975
1223	0.3482846725
1224	0.3482322094
1225	0.3482045562
1226	0.3481698913
1227	0.3481296298
1228	0.3481092184
1229	0.3480818081
1230	0.3480543566
1231	0.3479962612
1232	0.347934484
1233	0.3479109708
1234	0.3478852056
1235	0.3478667387
1236	0.3478409757
1237	0.3478165393
1238	0.3477848689
1239	0.3477536897
1240	0.3477234002
1241	0.3476848308
1242	0.3476481799
1243	0.3476103504
1244	0.3475328097
1245	0.3475171602
1246	0.3474936908
1247	0.3474507041
1248	0.3474119054
1249	0.3473745683
1250	0.3473484792
1251	0.3473331959
1252	0.3473135614
1253	0.3472637227
1254	0.3472360343
1255	0.3472015326
1256	0.3471717896
1257	0.3471244359
1258	0.3470974348
1259	0.3470565691
1260	0.3469989516
1261	0.3469723132
1262	0.3469339469
1263	0.3468997628
1264	0.3468642317
1265	0.3468416382
1266	0.3468026675
1267	0.3467785898
1268	0.3467549097
1269	0.3467111518
1270	0.346677886
1271	0.3466416442
1272	0.3466039093
1273	0.3465639655
1274	0.3465368581
1275	0.346512095
1276	0.3464756061
1277	0.3464411062
1278	0.3463971466
1279	0.3463766895
1280	0.3463542703
1281	0.3463244925
1282	0.3463050625
1283	0.3462761001
1284	0.3462291053
1285	0.3461701995
1286	0.3461451617
1287	0.3461137698
1288	0.3460741919
1289	0.3460384617
1290	0.3460188164
1291	0.3459946133
1292	0.3459628508
1293	0.3459247847
1294	0.3458821787
1295	0.3458459462
1296	0.3458220864
1297	0.3457906351
1298	0.3457646873
1299	0.3457311519
1300	0.3457060906
1301	0.3456758072
1302	0.3456502204
1303	0.3456224489
1304	0.3455978855
1305	0.3455712518
1306	0.3455472794
1307	0.3455172118
1308	0.3454931234
1309	0.345469188
1310	0.3454461342
1311	0.3454160437
1312	0.3453751618
1313	0.3453434585
1314	0.345292723
1315	0.3452621793
1316	0.3452218824
1317	0.3452076046
1318	0.3451883434
1319	0.3451661795
1320	0.3451404028
1321	0.3450956668
1322	0.3450721557
1323	0.3450310835
1324	0.3450003214
1325	0.344964419
1326	0.3449336642
1327	0.3449137181
1328	0.344875332
1329	0.344844816
1330	0.3448157194
1331	0.3447855485
1332	0.3447619529
1333	0.3447317869
1334	0.3447072473
1335	0.3446826825
1336	0.3446570524
1337	0.3446302508
1338	0.3446086815
1339	0.3445615913
1340	0.3445348412
1341	0.3445133591
1342	0.3444931
1343	0.3444547392
1344	0.3444311044
1345	0.3444071819
1346	0.3443693434
1347	0.3443128106
1348	0.344286104
1349	0.3442572976
1350	0.3442224959
1351	0.3441867579
1352	0.3441650158
1353	0.3441368909
1354	0.3441060565
1355	0.3440542585
1356	0.3440286229
1357	0.3439924276
1358	0.3439516625
1359	0.3439017956
1360	0.3438769426
1361	0.3438541181
1362	0.3438242245
1363	0.3437990395
1364	0.3437717578
1365	0.3437495767
1366	0.3437180414
1367	0.3436968469
1368	0.3436682001
1369	0.3436423915
1370	0.3436208593
1371	0.3435935046
1372	0.34357034
1373	0.3435400743
1374	0.3435154437
1375	0.3434996966
1376	0.3434705966
1377	0.3434274109
1378	0.3434078829
1379	0.343380732
1380	0.3433487908
1381	0.343319281
1382	0.3433008955
1383	0.343276871
1384	0.3432378732
1385	0.3432070277
1386	0.3431845388
1387	0.343157986
1388	0.3431258337
1389	0.3430968735
1390	0.3430805093
1391	0.3430478833
1392	0.3430143379
1393	0.3429846914
1394	0.3429604785
1395	0.3429270615
1396	0.3429085216
1397	0.3428852954
1398	0.3428421338
1399	0.3428110583
1400	0.3427808505
1401	0.3427436742
1402	0.3427220679
1403	0.3427089596
1404	0.3426825301
1405	0.342653138
1406	0.3426220995
1407	0.3425924867
1408	0.3425739546
1409	0.3425463414
1410	0.3425105106
1411	0.3424903719
1412	0.3424742075
1413	0.3424481801
1414	0.3424197921
1415	0.3424014179
1416	0.3423763435
1417	0.3423586516
1418	0.3423117035
1419	0.3422905462
1420	0.3422560286
1421	0.3422323348
1422	0.3422036414
1423	0.3421735288
1424	0.3421303247
1425	0.342089277
1426	0.3420553543
1427	0.3420286376
1428	0.3419965319
1429	0.3419549942
1430	0.3419304877
1431	0.3418820759
1432	0.3418608184
1433	0.3418203289
1434	0.3417842865
1435	0.3417630086
1436	0.3417363279
1437	0.3417149144
1438	0.3416826461
1439	0.3416400662
1440	0.3415940408
1441	0.3415636592
1442	0.3415395088
1443	0.3415080643
1444	0.3414842056
1445	0.3414365249
1446	0.3414082207
1447	0.3413786647
1448	0.3413481352
1449	0.3413295158
1450	0.3413194593
1451	0.3412862031
1452	0.3412520156
1453	0.3412155858
1454	0.3411998068
1455	0.3411747311
1456	0.3411486627
1457	0.3411215845
1458	0.3411051988
1459	0.3410752575
1460	0.3410392181
1461	0.3410070716
1462	0.3409837729
1463	0.3409599562
1464	0.340940797
1465	0.3409028718
1466	0.340883067
1467	0.3408471564
1468	0.3408156428
1469	0.3407891276
1470	0.3407634671
1471	0.3407451385
1472	0.3407239653
1473	0.3406853599
1474	0.3406735563
1475	0.3406465827
1476	0.3406096061
1477	0.3405871027
1478	0.3405620542
1479	0.3405333322
1480	0.3404993619
1481	0.3404834581
1482	0.3404458424
1483	0.3404202497
1484	0.3403891279
1485	0.3403681348
1486	0.3403500421
1487	0.3403249942
1488	0.3403075917
1489	0.3402701653
1490	0.3402463316
1491	0.3402263121
1492	0.3402013798
1493	0.3401726415
1494	0.340139485
1495	0.3401163058
1496	0.340085289
1497	0.340063351
1498	0.3400180875
1499	0.3399913998
1500	0.3399753966
1501	0.3399496415
1502	0.3399363858
1503	0.3399061502
1504	0.3398862832
1505	0.3398621092
1506	0.3398380549
1507	0.3398224373
1508	0.3397948557
1509	0.339777965
1510	0.3397434994
1511	0.3397119755
1512	0.3396833347
