iter	RMSE
1513	0.3396479933
1514	0.3396281525
1515	0.3396025014
1516	0.3395913341
1517	0.3395639436
1518	0.3395201751
1519	0.3395004586
1520	0.3394706878
1521	0.3394382329
1522	0.3394215825
1523	0.3394010831
1524	0.3393769754
1525	0.3393453933
1526	0.3393108849
1527	0.3392886567
1528	0.3392653028
1529	0.3392272561
1530	0.3391983015
1531	0.3391803844
1532	0.3391412527
1533	0.3391108846
1534	0.339090754
1535	0.3390690407
1536	0.3390367776
1537	0.3390133788
1538	0.3389966652
1539	0.3389579456
1540	0.338935575
1541	0.3389133824
1542	0.3388868588
1543	0.3388486249
1544	0.3388216454
1545	0.3387990144
1546	0.338782279
1547	0.3387452224
1548	0.3387133203
1549	0.3386844219
1550	0.3386656745
1551	0.3386244944
1552	0.3386045852
1553	0.3385787414
1554	0.3385518272
1555	0.3385249719
1556	0.3385059818
1557	0.3384623034
1558	0.3384437918
1559	0.3384182367
1560	0.3383990354
1561	0.3383768349
1562	0.3383582037
1563	0.3383418569
1564	0.3383227002
1565	0.3383030061
1566	0.3382912764
1567	0.3382638418
1568	0.3382389142
1569	0.3382254913
1570	0.3382043543
1571	0.3381722077
1572	0.3381516884
1573	0.3381205747
1574	0.3380962811
1575	0.3380622671
1576	0.3380358894
1577	0.3380059311
1578	0.3379836752
1579	0.3379420099
1580	0.3379269587
1581	0.3378981857
1582	0.3378587953
1583	0.3378328455
1584	0.3378097013
1585	0.337787685
1586	0.3377737045
1587	0.3377308074
1588	0.3377153239
1589	0.3376845091
1590	0.3376424112
1591	0.3376126446
1592	0.3375966984
1593	0.3375625399
1594	0.3375082863
1595	0.337487567
1596	0.3374679501
1597	0.3374446662
1598	0.337419883
1599	0.3374000303
1600	0.3373817036
1601	0.3373662979
1602	0.3373291986
1603	0.3373089777
1604	0.3372784371
1605	0.3372716466
1606	0.3372468326
1607	0.337227809
1608	0.3371897405
1609	0.3371703372
1610	0.3371454403
1611	0.337123196
1612	0.3370890867
1613	0.3370753563
1614	0.3370517771
1615	0.337026047
1616	0.3369969386
1617	0.3369743549
1618	0.3369459885
1619	0.3369188346
1620	0.3368868225
1621	0.3368685607
1622	0.3368378345
1623	0.3368114414
1624	0.3367788075
1625	0.3367638784
1626	0.3367460079
1627	0.3367121035
1628	0.3367031408
1629	0.3366673489
1630	0.3366514716
1631	0.3366212915
1632	0.3366082188
1633	0.336581858
1634	0.3365519681
1635	0.3365228432
1636	0.3365012623
1637	0.3364869223
1638	0.3364675921
1639	0.3364530996
1640	0.336428095
1641	0.3364101374
1642	0.3363813786
1643	0.3363429833
1644	0.3363276325
1645	0.336307688
1646	0.3362778883
1647	0.3362385876
1648	0.3362196894
1649	0.3361971783
1650	0.3361733312
1651	0.3361455032
1652	0.3361024397
1653	0.3360833556
1654	0.3360617894
1655	0.3360306618
1656	0.3360112352
1657	0.3359852376
1658	0.3359498121
1659	0.33593169
1660	0.3359100132
1661	0.3358887377
1662	0.3358680345
1663	0.3358508246
1664	0.3358150298
1665	0.3357809081
1666	0.3357633301
1667	0.3357472236
1668	0.335738105
1669	0.3357185249
1670	0.3356856138
1671	0.3356670825
1672	0.3356452028
1673	0.3356265188
1674	0.3356087261
1675	0.3355734021
1676	0.335544026
1677	0.3355272056
1678	0.3355105266
1679	0.3354925762
1680	0.3354609186
1681	0.3354327394
1682	0.3354119308
1683	0.3353923971
1684	0.3353738856
1685	0.3353442758
1686	0.3353298865
1687	0.3353049776
1688	0.3352838238
1689	0.3352580634
1690	0.3352357346
1691	0.3351981284
1692	0.3351684932
1693	0.3351556462
1694	0.3351440196
1695	0.3351076493
1696	0.3350882184
1697	0.3350598995
1698	0.3350261729
1699	0.3349926228
1700	0.3349747462
1701	0.3349499229
1702	0.3349280537
1703	0.3348934507
1704	0.3348655732
1705	0.3348229075
1706	0.3347915969
1707	0.3347775092
1708	0.3347580326
1709	0.3347379034
1710	0.3347246818
1711	0.334705743
1712	0.3346729576
1713	0.3346567327
1714	0.3346199433
1715	0.3345795192
1716	0.3345501983
1717	0.3345011429
1718	0.3344817505
1719	0.3344653641
1720	0.3344479026
1721	0.3344225387
1722	0.3343972192
1723	0.3343794401
1724	0.3343579381
1725	0.3343378605
1726	0.334317943
1727	0.3342978742
1728	0.3342607046
1729	0.3342479913
1730	0.3342265116
1731	0.3342141506
1732	0.3341958404
1733	0.3341738105
1734	0.3341424181
1735	0.3341128394
1736	0.3341002684
1737	0.3340748081
1738	0.3340619218
1739	0.3340285004
1740	0.334008588
1741	0.3339782429
1742	0.3339489237
1743	0.3339135247
1744	0.333890849
1745	0.3338718627
1746	0.3338455522
1747	0.3338150413
1748	0.33379167
1749	0.3337626772
1750	0.3337309983
1751	0.3337030692
1752	0.3336622652
1753	0.333645233
1754	0.3336116074
1755	0.3335946441
1756	0.3335743128
1757	0.3335619489
1758	0.3335418745
1759	0.3335271559
1760	0.3335060514
1761	0.3334726164
1762	0.3334547251
1763	0.3334381486
1764	0.333425382
1765	0.3333945837
1766	0.3333797853
1767	0.3333610517
1768	0.3333284764
1769	0.3332857145
1770	0.3332712935
1771	0.3332569624
1772	0.3332281666
1773	0.3332048834
1774	0.3331918622
1775	0.3331696766
1776	0.3331415005
1777	0.3331213726
1778	0.3330924664
1779	0.3330590576
1780	0.3330305504
1781	0.3330083005
1782	0.3329783821
1783	0.3329606443
1784	0.3329438288
1785	0.3329282544
1786	0.3329041425
1787	0.332870252
1788	0.332849329
1789	0.3328141838
1790	0.3327979653
1791	0.3327779182
1792	0.3327555149
1793	0.3327266044
1794	0.3327058
1795	0.3326603588
1796	0.3326444655
1797	0.3326199811
1798	0.3325934524
1799	0.3325722666
1800	0.3325572355
1801	0.3325421883
1802	0.3325154777
1803	0.3325018426
1804	0.3324857986
1805	0.3324577239
1806	0.3324346919
1807	0.3324018596
1808	0.3323791745
1809	0.3323638193
1810	0.3323469749
1811	0.3323159999
1812	0.33229149
1813	0.332279916
1814	0.3322624819
1815	0.3322485056
1816	0.3322311561
1817	0.3322096741
1818	0.3321749285
1819	0.3321495849
1820	0.3321329802
1821	0.3321019751
1822	0.3320884302
1823	0.3320530912
1824	0.3320128507
1825	0.3319947576
1826	0.3319665072
1827	0.3319430822
1828	0.3319252016
1829	0.3318966906
1830	0.331871572
1831	0.3318474893
1832	0.3318227343
1833	0.3318077064
1834	0.331788682
1835	0.3317615728
1836	0.3317439141
1837	0.3317276903
1838	0.3317111413
1839	0.331680714
1840	0.3316594408
1841	0.3316445964
1842	0.3316244485
1843	0.3316040117
1844	0.3315855377
1845	0.3315589727
1846	0.3315323179
1847	0.33151787
1848	0.3315039668
1849	0.3314798134
1850	0.3314588816
1851	0.3314414446
1852	0.3314306113
1853	0.3314065683
1854	0.3313942613
1855	0.33136747
1856	0.3313503818
1857	0.331335135
1858	0.3313167607
1859	0.331297499
1860	0.3312821048
1861	0.3312427204
1862	0.3312257537
1863	0.331210064
1864	0.3311716462
1865	0.3311497005
1866	0.3311262253
1867	0.3311085109
1868	0.3310883873
1869	0.3310696657
1870	0.3310594162
1871	0.3310446683
1872	0.3310074083
1873	0.3309867911
1874	0.3309688108
1875	0.3309432233
1876	0.33091636
1877	0.3308880919
1878	0.33086738
1879	0.3308452591
1880	0.3308197794
1881	0.3308052107
1882	0.330776307
1883	0.3307497831
1884	0.33073023
1885	0.3307200126
1886	0.3307035612
1887	0.3306866851
1888	0.3306651398
1889	0.3306447144
1890	0.3306311411
1891	0.3306160603
1892	0.3305891905
1893	0.330565004
1894	0.3305476341
1895	0.3305205919
1896	0.3304898548
1897	0.3304828298
1898	0.3304675568
1899	0.3304416816
1900	0.3304197977
1901	0.3303830541
1902	0.3303611647
1903	0.3303383512
1904	0.3303227712
1905	0.3303011661
1906	0.3302748672
1907	0.3302588247
1908	0.3302373562
1909	0.3302226324
1910	0.3302084105
1911	0.3301842745
1912	0.3301549187
1913	0.3301080474
1914	0.3300908338
1915	0.3300779109
1916	0.3300638858
1917	0.3300452083
1918	0.3300180223
1919	0.3299930963
1920	0.3299714831
1921	0.3299393297
1922	0.3299281156
1923	0.3299074998
1924	0.3298909084
1925	0.3298814547
1926	0.3298618411
1927	0.3298316606
1928	0.3298049476
1929	0.3297914834
1930	0.3297573253
1931	0.3297446301
1932	0.3297193313
1933	0.3296972328
1934	0.329674583
1935	0.3296502001
1936	0.3296329527
1937	0.3296052714
1938	0.3295957834
1939	0.3295617176
1940	0.3295389225
1941	0.3295154978
1942	0.3294939526
1943	0.3294764244
1944	0.3294558308
1945	0.3294337026
1946	0.3294201359
1947	0.3294102791
1948	0.3293861344
1949	0.3293581089
1950	0.3293276949
1951	0.3293015696
1952	0.3292717606
1953	0.3292563385
1954	0.3292356738
1955	0.3292130292
1956	0.3291974514
1957	0.3291812452
1958	0.3291548108
1959	0.3291384421
1960	0.3291187051
1961	0.3290848478
1962	0.3290616282
1963	0.3290389187
1964	0.3290205578
1965	0.3290136052
1966	0.3290000483
1967	0.3289773375
1968	0.3289690465
1969	0.3289474143
1970	0.328925549
1971	0.3289099752
1972	0.3288923609
1973	0.32886679
1974	0.3288505184
1975	0.3288333912
1976	0.3288122048
1977	0.3287922916
1978	0.3287690919
1979	0.3287436473
1980	0.328731664
1981	0.3287072706
1982	0.3286767656
1983	0.3286592442
1984	0.3286245321
1985	0.3286067405
1986	0.3285895906
1987	0.3285726506
1988	0.3285459821
1989	0.3285301792
1990	0.3284936297
1991	0.3284608537
1992	0.3284416023
1993	0.3284212822
1994	0.3284012312
1995	0.3283811163
1996	0.3283533976
1997	0.3283339525
1998	0.3283101638
1999	0.3282849098
